"Time","141006A","","141006A","","141006A","",""
"and","140.00","","140.00","","140.00","",""
"Date","Discharge (Cumecs)","","Discharge (Cumecs)","","Discharge (Cumecs)","",""
"Date and time","Mean","Quality","Min","Quality","Max","Quality","Comments"
00:00:00 18/03/1990,      0.4596,     10,      0.4470,     10,      0.4715,     10, 
00:00:00 19/03/1990,      0.4249,     10,      0.4120,     10,      0.4470,     10, 
00:00:00 20/03/1990,      0.4017,     10,      0.3915,     10,      0.4120,     10, 
00:00:00 21/03/1990,      0.3816,     10,      0.3725,     10,      0.3915,     10, 
00:00:00 22/03/1990,      0.3718,     10,      0.3700,     10,      0.3725,     10, 
00:00:00 23/03/1990,      0.5625,     10,      0.3700,     10,      0.6870,     10, 
00:00:00 24/03/1990,      0.5674,     10,      0.5120,     10,      0.6380,     10, 
00:00:00 25/03/1990,      0.7572,     10,      0.5792,     10,      0.9221,     10, 
00:00:00 26/03/1990,      3.6186,     10,      0.9221,     10,      7.9060,     10, 
00:00:00 27/03/1990,     16.6474,     20,      2.2511,     20,     31.2625,     20, 
00:00:00 28/03/1990,     17.7442,     20,     10.6880,     20,     24.9835,     20, 
00:00:00 29/03/1990,      5.8548,     20,      2.8267,     20,     15.5670,     20, 
00:00:00 30/03/1990,      2.1827,     10,      1.6304,     10,      2.8267,     10, 
00:00:00 31/03/1990,      1.5689,     10,      1.4537,     10,      1.7625,     10, 
00:00:00 01/04/1990,      1.4400,     10,      1.3273,     10,      1.6215,     10, 
00:00:00 02/04/1990,      1.6173,     10,      1.2770,     10,      5.2157,     10, 
00:00:00 03/04/1990,      2.8172,     10,      1.9010,     10,      5.5705,     10, 
00:00:00 04/04/1990,      4.6938,     10,      2.3985,     10,      7.6960,     10, 
00:00:00 05/04/1990,      4.4243,     10,      3.3805,     10,      7.4753,     10, 
00:00:00 06/04/1990,     12.9305,     20,      3.7151,     20,     34.8165,     20, 
00:00:00 07/04/1990,      2.6637,     10,      2.1175,     10,      3.7151,     10, 
00:00:00 08/04/1990,      9.6928,     20,      2.1426,     20,     26.2885,     20, 
00:00:00 09/04/1990,      3.7887,     10,      3.0363,     10,      5.9640,     10, 
00:00:00 10/04/1990,      2.4010,     10,      2.0545,     10,      3.0363,     10, 
00:00:00 11/04/1990,      3.9564,     10,      2.2824,     10,      6.7885,     10, 
00:00:00 12/04/1990,      2.0352,     10,      1.6130,     10,      2.3430,     10, 
00:00:00 13/04/1990,      1.6258,     10,      1.4880,     10,      1.8295,     10, 
00:00:00 14/04/1990,      1.3297,     10,      1.1855,     10,      1.5257,     10, 
00:00:00 15/04/1990,      1.0697,     10,      0.9440,     10,      1.1855,     10, 
00:00:00 16/04/1990,      0.9037,     10,      0.8645,     10,      1.0119,     10, 
00:00:00 17/04/1990,      2.2762,     10,      1.0119,     10,      3.8400,     10, 
00:00:00 18/04/1990,      6.5365,     10,      2.5385,     10,     11.1110,     10, 
00:00:00 19/04/1990,      3.2075,     10,      2.2079,     10,      5.5221,     10, 
00:00:00 20/04/1990,      5.0929,     20,      2.1410,     20,     15.3050,     20, 
00:00:00 21/04/1990,     11.3099,     20,      5.1655,     20,     19.0000,     20, 
00:00:00 22/04/1990,      3.3452,     10,      2.2075,     10,      5.1655,     10, 
00:00:00 23/04/1990,      1.8271,     10,      1.5104,     10,      2.2075,     10, 
00:00:00 24/04/1990,      1.3432,     10,      1.1850,     10,      1.5104,     10, 
00:00:00 25/04/1990,      1.0531,     10,      0.9130,     10,      1.1850,     10, 
00:00:00 26/04/1990,      0.8141,     10,      0.7261,     10,      0.9130,     10, 
00:00:00 27/04/1990,      0.6765,     10,      0.6245,     10,      0.7261,     10, 
00:00:00 28/04/1990,      0.5756,     10,      0.5370,     10,      0.6245,     10, 
00:00:00 29/04/1990,      0.5116,     10,      0.4770,     10,      0.5370,     10, 
00:00:00 30/04/1990,      0.4483,     10,      0.4260,     10,      0.4770,     10, 
00:00:00 01/05/1990,      0.4076,     10,      0.3940,     10,      0.4260,     10, 
00:00:00 02/05/1990,      0.3865,     10,      0.3795,     10,      0.3940,     10, 
00:00:00 03/05/1990,      0.3724,     10,      0.3655,     10,      0.3795,     10, 
00:00:00 04/05/1990,      0.3587,     10,      0.3525,     10,      0.3655,     10, 
00:00:00 05/05/1990,      0.3466,     10,      0.3400,     10,      0.3525,     10, 
00:00:00 06/05/1990,      0.3336,     10,      0.3275,     10,      0.3400,     10, 
00:00:00 07/05/1990,      0.3215,     10,      0.3160,     10,      0.3275,     10, 
00:00:00 08/05/1990,      0.3199,     10,      0.3165,     10,      0.3260,     10, 
00:00:00 09/05/1990,      0.3500,     10,      0.3260,     10,      0.3810,     10, 
00:00:00 10/05/1990,      0.3974,     10,      0.3810,     10,      0.4148,     10, 
00:00:00 11/05/1990,      0.5525,     10,      0.4148,     10,      0.6494,     10, 
00:00:00 12/05/1990,      0.7346,     10,      0.4568,     10,      1.2030,     10, 
00:00:00 13/05/1990,      0.3804,     10,      0.3315,     10,      0.4568,     10, 
00:00:00 14/05/1990,      0.3015,     10,      0.2816,     10,      0.3315,     10, 
00:00:00 15/05/1990,      0.2813,     10,      0.2805,     10,      0.2820,     10, 
00:00:00 16/05/1990,      0.4850,     10,      0.2820,     10,      1.7296,     10, 
00:00:00 17/05/1990,      1.6060,     10,      1.2545,     10,      2.1810,     10, 
00:00:00 18/05/1990,      1.1267,     10,      0.6973,     10,      1.4077,     10, 
00:00:00 19/05/1990,      0.5024,     10,      0.3810,     10,      0.6973,     10, 
00:00:00 20/05/1990,      0.3349,     10,      0.3060,     10,      0.3810,     10, 
00:00:00 21/05/1990,      0.2852,     10,      0.2660,     10,      0.3060,     10, 
00:00:00 22/05/1990,      2.9821,     20,      0.2570,     20,     22.6467,     20, 
00:00:00 23/05/1990,     12.6870,     60,      2.3063,     60,     35.6715,     60, 
00:00:00 24/05/1990,      1.4581,     60,      0.8596,     60,      2.3063,     60, 
00:00:00 25/05/1990,      0.6372,     60,      0.4925,     60,      0.8596,     60, 
00:00:00 26/05/1990,      0.4183,     60,      0.3675,     60,      0.4925,     60, 
00:00:00 27/05/1990,      1.2144,     60,      0.3675,     60,      4.9482,     60, 
00:00:00 28/05/1990,      7.2275,     60,      3.0211,     60,     10.4555,     60, 
00:00:00 29/05/1990,      1.9010,     60,      1.2707,     60,      3.0211,     60, 
00:00:00 30/05/1990,      1.0058,     60,      0.7950,     60,      1.2707,     60, 
00:00:00 31/05/1990,      0.6777,     60,      0.5755,     60,      0.7950,     60, 
00:00:00 01/06/1990,      0.5096,     60,      0.4545,     60,      0.5755,     60, 
00:00:00 02/06/1990,      0.4086,     60,      0.3695,     60,      0.4545,     60, 
00:00:00 03/06/1990,      0.3449,     60,      0.3220,     60,      0.3695,     60, 
00:00:00 04/06/1990,      0.3125,     60,      0.3055,     60,      0.3220,     60, 
00:00:00 05/06/1990,      0.2921,     60,      0.2850,     60,      0.3055,     60, 
00:00:00 06/06/1990,      2.7324,     60,      0.2950,     60,     15.9785,     60, 
00:00:00 07/06/1990,     16.0401,     60,      6.0230,     60,     30.6150,     60, 
00:00:00 08/06/1990,      5.2554,     60,      3.2810,     60,      7.4765,     60, 
00:00:00 09/06/1990,      3.0045,     60,      2.2100,     60,      3.6880,     60, 
00:00:00 10/06/1990,      1.7294,     60,      1.3855,     60,      2.2100,     60, 
00:00:00 11/06/1990,      1.2285,     60,      1.1020,     60,      1.3855,     60, 
00:00:00 12/06/1990,      0.9499,     60,      0.8270,     60,      1.1020,     60, 
00:00:00 13/06/1990,      0.7500,     60,      0.7073,     60,      0.8270,     60, 
00:00:00 14/06/1990,      0.6787,     60,      0.6515,     60,      0.7073,     60, 
00:00:00 15/06/1990,      0.6243,     60,      0.5939,     60,      0.6515,     60, 
00:00:00 16/06/1990,      0.5615,     60,      0.5305,     60,      0.5939,     60, 
00:00:00 17/06/1990,      0.5003,     60,      0.4725,     60,      0.5305,     60, 
00:00:00 18/06/1990,      0.4522,     60,      0.4320,     60,      0.4725,     60, 
00:00:00 19/06/1990,      0.4114,     60,      0.3915,     60,      0.4320,     60, 
00:00:00 20/06/1990,      0.3726,     60,      0.3545,     60,      0.3915,     60, 
00:00:00 21/06/1990,      0.3398,     60,      0.3255,     60,      0.3545,     60, 
00:00:00 22/06/1990,      0.3164,     60,      0.3075,     60,      0.3255,     60, 
00:00:00 23/06/1990,      0.2995,     60,      0.2920,     60,      0.3075,     60, 
00:00:00 24/06/1990,      0.2837,     60,      0.2750,     60,      0.2920,     60, 
00:00:00 25/06/1990,      0.2656,     60,      0.2600,     60,      0.2750,     60, 
00:00:00 26/06/1990,      0.2565,     60,      0.2535,     60,      0.2600,     60, 
00:00:00 27/06/1990,      0.2497,     60,      0.2460,     60,      0.2535,     60, 
00:00:00 28/06/1990,      0.2430,     60,      0.2400,     60,      0.2460,     60, 
00:00:00 29/06/1990,      0.2367,     60,      0.2339,     60,      0.2400,     60, 
00:00:00 30/06/1990,      0.2301,     60,      0.2270,     60,      0.2339,     60, 
00:00:00 01/07/1990,      0.2237,     60,      0.2200,     60,      0.2270,     60, 
00:00:00 02/07/1990,      0.2156,     60,      0.2115,     60,      0.2200,     60, 
00:00:00 03/07/1990,      0.2078,     60,      0.2045,     60,      0.2115,     60, 
00:00:00 04/07/1990,      0.2001,     60,      0.1950,     60,      0.2045,     60, 
00:00:00 05/07/1990,      0.1885,     60,      0.1819,     60,      0.1950,     60, 
00:00:00 06/07/1990,      0.1760,     60,      0.1705,     60,      0.1819,     60, 
00:00:00 07/07/1990,      0.1656,     60,      0.1600,     60,      0.1705,     60, 
00:00:00 08/07/1990,      0.1544,     60,      0.1500,     60,      0.1600,     60, 
00:00:00 09/07/1990,      0.1450,     60,      0.1420,     60,      0.1500,     60, 
00:00:00 10/07/1990,      0.1411,     60,      0.1395,     60,      0.1445,     60, 
00:00:00 11/07/1990,      0.1382,     60,      0.1365,     60,      0.1395,     60, 
00:00:00 12/07/1990,      0.1345,     60,      0.1328,     60,      0.1365,     60, 
00:00:00 13/07/1990,      0.1308,     60,      0.1290,     60,      0.1328,     60, 
00:00:00 14/07/1990,      0.1279,     60,      0.1265,     60,      0.1290,     60, 
00:00:00 15/07/1990,      0.1262,     60,      0.1245,     60,      0.1265,     60, 
00:00:00 16/07/1990,      0.1222,     60,      0.1200,     60,      0.1245,     60, 
00:00:00 17/07/1990,      0.1180,     60,      0.1175,     60,      0.1200,     60, 
00:00:00 18/07/1990,      0.1134,     60,      0.1095,     60,      0.1175,     60, 
00:00:00 19/07/1990,      0.1053,     60,      0.1004,     60,      0.1095,     60, 
00:00:00 20/07/1990,      0.0969,     60,      0.0940,     60,      0.1004,     60, 
00:00:00 21/07/1990,      0.0945,     60,      0.0920,     60,      0.0960,     60, 
00:00:00 22/07/1990,      0.0897,     60,      0.0870,     60,      0.0920,     60, 
00:00:00 23/07/1990,      0.0848,     60,      0.0826,     60,      0.0870,     60, 
00:00:00 24/07/1990,      0.0800,     60,      0.0780,     60,      0.0826,     60, 
00:00:00 25/07/1990,      0.0758,     60,      0.0735,     60,      0.0780,     60, 
00:00:00 26/07/1990,      0.0714,     60,      0.0700,     60,      0.0735,     60, 
00:00:00 27/07/1990,      0.0696,     60,      0.0685,     60,      0.0700,     60, 
00:00:00 28/07/1990,      0.0673,     60,      0.0660,     60,      0.0685,     60, 
00:00:00 29/07/1990,      0.0665,     60,      0.0645,     60,      0.0761,     60, 
00:00:00 30/07/1990,      0.1864,     60,      0.0761,     60,      0.3895,     60, 
00:00:00 31/07/1990,      0.5277,     60,      0.3895,     60,      0.6255,     60, 
00:00:00 01/08/1990,      0.3129,     60,      0.2600,     60,      0.4262,     60, 
00:00:00 02/08/1990,      0.2322,     60,      0.2080,     60,      0.2600,     60, 
00:00:00 03/08/1990,      0.1782,     60,      0.1530,     60,      0.2080,     60, 
00:00:00 04/08/1990,      0.1344,     60,      0.1194,     60,      0.1530,     60, 
00:00:00 05/08/1990,      0.1087,     60,      0.0990,     60,      0.1194,     60, 
00:00:00 06/08/1990,      0.0919,     60,      0.0870,     60,      0.0990,     60, 
00:00:00 07/08/1990,      0.0849,     60,      0.0830,     60,      0.0870,     60, 
00:00:00 08/08/1990,      0.0815,     20,      0.0800,     20,      0.0830,     20, 
00:00:00 09/08/1990,      0.0781,     20,      0.0765,     20,      0.0800,     20, 
00:00:00 10/08/1990,      0.0749,     20,      0.0730,     20,      0.0765,     20, 
00:00:00 11/08/1990,      0.0716,     20,      0.0700,     20,      0.0730,     20, 
00:00:00 12/08/1990,      0.0689,     20,      0.0685,     20,      0.0700,     20, 
00:00:00 13/08/1990,      0.0685,     20,      0.0685,     20,      0.0685,     20, 
00:00:00 14/08/1990,      0.0665,     20,      0.0645,     20,      0.0685,     20, 
00:00:00 15/08/1990,      0.0645,     20,      0.0645,     20,      0.0645,     20, 
00:00:00 16/08/1990,      0.0630,     20,      0.0615,     20,      0.0645,     20, 
00:00:00 17/08/1990,      0.0582,     20,      0.0550,     20,      0.0615,     20, 
00:00:00 18/08/1990,      0.0501,     20,      0.0455,     20,      0.0550,     20, 
00:00:00 19/08/1990,      0.0474,     20,      0.0455,     20,      0.0490,     20, 
00:00:00 20/08/1990,      0.0490,     20,      0.0490,     20,      0.0490,     20, 
00:00:00 21/08/1990,      0.0474,     20,      0.0455,     20,      0.0490,     20, 
00:00:00 22/08/1990,      0.0430,     20,      0.0405,     20,      0.0455,     20, 
00:00:00 23/08/1990,      0.0405,     20,      0.0405,     20,      0.0405,     20, 
00:00:00 24/08/1990,      0.0395,     20,      0.0385,     20,      0.0405,     20, 
00:00:00 25/08/1990,      0.0371,     20,      0.0360,     20,      0.0385,     20, 
00:00:00 26/08/1990,      0.0348,     20,      0.0340,     20,      0.0360,     20, 
00:00:00 27/08/1990,      0.0340,     20,      0.0340,     20,      0.0340,     20, 
00:00:00 28/08/1990,      0.0340,     20,      0.0340,     20,      0.0340,     20, 
00:00:00 29/08/1990,      0.0348,     20,      0.0340,     20,      0.0360,     20, 
00:00:00 30/08/1990,      0.0360,     20,      0.0360,     20,      0.0360,     20, 
00:00:00 31/08/1990,      0.0371,     20,      0.0360,     20,      0.0385,     20, 
00:00:00 01/09/1990,      0.0385,     20,      0.0385,     20,      0.0385,     20, 
00:00:00 02/09/1990,      0.0371,     20,      0.0360,     20,      0.0385,     20, 
00:00:00 03/09/1990,      0.0337,     20,      0.0315,     20,      0.0360,     20, 
00:00:00 04/09/1990,      0.0295,     20,      0.0275,     20,      0.0315,     20, 
00:00:00 05/09/1990,      0.0270,     20,      0.0265,     20,      0.0275,     20, 
00:00:00 06/09/1990,      0.0267,     20,      0.0265,     20,      0.0270,     20, 
00:00:00 07/09/1990,      0.0262,     20,      0.0255,     20,      0.0270,     20, 
00:00:00 08/09/1990,      0.0262,     20,      0.0255,     20,      0.0270,     20, 
00:00:00 09/09/1990,      0.0262,     20,      0.0255,     20,      0.0270,     20, 
00:00:00 10/09/1990,      0.0262,     20,      0.0255,     20,      0.0270,     20, 
00:00:00 11/09/1990,      0.0270,     20,      0.0270,     20,      0.0270,     20, 
00:00:00 12/09/1990,      0.0280,     20,      0.0270,     20,      0.0290,     20, 
00:00:00 13/09/1990,      0.0290,     20,      0.0290,     20,      0.0290,     20, 
00:00:00 14/09/1990,      0.0280,     20,      0.0270,     20,      0.0290,     20, 
00:00:00 15/09/1990,      0.0262,     20,      0.0255,     20,      0.0270,     20, 
00:00:00 16/09/1990,      0.0243,     20,      0.0235,     20,      0.0255,     20, 
00:00:00 17/09/1990,      0.0227,     20,      0.0220,     20,      0.0235,     20, 
00:00:00 18/09/1990,      0.0212,     20,      0.0205,     20,      0.0220,     20, 
00:00:00 19/09/1990,      0.0205,     20,      0.0205,     20,      0.0205,     20, 
00:00:00 20/09/1990,      0.0246,     20,      0.0205,     20,      0.0290,     20, 
00:00:00 21/09/1990,      0.0257,     20,      0.0225,     20,      0.0290,     20, 
00:00:00 22/09/1990,      0.0213,     20,      0.0205,     20,      0.0225,     20, 
00:00:00 23/09/1990,      0.0205,     20,      0.0205,     20,      0.0205,     20, 
00:00:00 24/09/1990,      0.0205,     20,      0.0205,     20,      0.0205,     20, 
00:00:00 25/09/1990,      0.0197,     20,      0.0190,     20,      0.0205,     20, 
00:00:00 26/09/1990,      0.0190,     20,      0.0190,     20,      0.0190,     20, 
00:00:00 27/09/1990,      0.0190,     20,      0.0190,     20,      0.0190,     20, 
